"Emri","Gjinia","Frekuenca"
"Euklida","M","1"
"Euklidi","M","4"
"Euklind","M","1"
"Euklis","M","1"
"Euklit","M","10"
"Euklit","F","1"
"Eukliti","M","1"
"Euklivjo","M","1"
"Euksejda","F","1"
"Euksela","F","1"
"Eula","F","1"
"Eulan","M","2"
"Euland","M","2"
"Eulanda","F","4"
"Eulant","M","2"
"Eulard","M","1"
"Eulea","F","4"
"Eulejda","F","1"
"Eulenio","M","1"
"Eulent","M","1"
"Eulger","M","1"
"Eulian","M","1"
"Euliani","M","1"
"Eulid","M","1"
"Eulida","F","2"
"Euliks","M","1"
"Eulin","M","4"
"Eulind","M","2"
"Eulinda","F","1"
"Eulion","M","1"
"Eulira","F","1"
"Eulisa","F","1"
"Euljan","F","1"
"Euljeta","F","1"
"Euljona","F","1"
"Eulon","M","1"
"Eulona","F","9"
"Eulonda","F","1"
"Eulora","F","2"
"Euluse","F","1"
"Eunhye","F","1"
"Eunis","M","1"
"Eunora","F","2"
"Eunjin","F","1"
"Eura","F","2"
"Eural","M","2"
"Eurald","M","3"
"Eurald","F","1"
"Euraldo","M","1"
"Eurali","M","1"
"Euran","M","2"
"Euranda","F","1"
"Eurant","M","2"
"Eureka","F","1"
"Eurel","M","4"
"Eurela","F","18"
"Eureljo","M","1"
"Euren","M","3"
"Eurenia","F","1"
"Eurent","M","1"
"Eurenta","F","2"
"Eurest","M","3"
"Euret","M","1"
"Eureta","F","4"
"Eurgel","M","1"
"Eurgela","F","1"
"Eurgen","M","13"
"Eurgena","F","1"
"Eurgenio","M","1"
"Eurges","M","1"
"Euri","M","1"
"Eurial","M","3"
"Eurid","M","1"
"Eurida","F","2"
"Euridisa","F","1"
"Eurielsa","F","1"
"Eurije","F","1"
"Eurikeda","F","1"
"Eurikela","F","1"
"Euriklea","F","3"
"Eurilda","F","7"
"Eurilda","M","1"
"Eurin","M","1"
"Eurind","M","1"
"Eurindo","M","1"
"Euriol","F","1"
"Eurion","M","1"
"Euris","M","1"
"Euritan","M","1"
"Eurjal","M","2"
"Eurjon","M","4"
"Eurlin","M","1"
"Euro","M","2"
"Eurodian","M","1"
"Eurodit","M","1"
"Eurodita","F","1"
"Eurodona","F","2"
"Eurofil","M","1"
"Eurogen","M","1"
"Eurogert","M","1"
"Eurol","M","1"
"Eurola","F","4"
"Eurold","M","1"
"Eurolin","M","1"
"Eurolind","M","1"
"Eurolinda","F","1"
"Euron","M","20"
"Eurona","F","10"
"Europian","M","1"
"Euror","M","2"
"Eurora","F","23"
"Euros","M","2"
"Euroxhei","M","1"
"Euroxhin","M","1"
"Eurta","F","1"
"Eurtan","M","1"
"Eurxhenio","M","1"
"Eus","M","2"
"Eusar","M","1"
"Eusarta","F","1"
"Eusebio","M","23"
"Eusebjo","M","4"
"Eusedio","M","5"
"Euseid","M","2"
"Eusela","F","1"
"Eusem","M","1"
"Eusena","F","2"
"Euserbjo","M","1"
"Euserd","M","1"
"Euserio","M","1"
"Eusevio","M","1"
"Eusevjo","M","1"
"Eusidjo","M","1"
"Eusilda","F","1"
"Eustena","F","1"
"Eustrat","M","1"
"Eutenjo","M","1"
"Eutisio","M","1"
"Euxhen","M","26"
"Euxhena","F","7"
"Euxhendo","M","1"
"Euxheni","F","3"
"Euxheni","M","1"
"Euxhenia","F","19"
"Euxhenio","M","60"
"Euxheniuo","M","1"
"Euxheno","M","1"
"Euxhensio","M","1"
"Euxhenja","F","2"
"Euxhenjo","M","11"
"Euxhildo","M","1"
"Euxhin","M","2"
"Euxhina","F","1"
"Euxhino","M","1"
"Euza","F","1"
"Euzefido","M","1"
"Euzhen","M","1"
"Euzhenia","F","1"
"Eva","F","2049"
"Eva","M","19"
"Evada","F","1"
"Evadet","F","1"
"Evadiola","F","15"
"Evadjola","F","8"
"Evadhuqe","F","1"
"Evagelina","F","1"
"Evagels","M","1"
"Evagjeli","F","1"
"Evagjelia","F","1"
"Evagjelos","M","2"
"Eval","M","1"
"Evald","M","19"
"Evalda","F","6"
"Evaldi","M","3"
"Evaldina","F","1"
"Evaldo","M","11"
"Evalentina","F","1"
"Evaliina","F","1"
"Evalina","F","22"
"Evalino","M","1"
"Evalisto","M","1"
"Evalt","M","5"
"Evamthi","F","1"
"Evan","M","19"
"Evannicolas","M","1"
"Evanskot","M","1"
"Evana","F","21"
"Evanada","F","2"
"Evanc","M","8"
"Evander","M","6"
"Evando","M","1"
"Evandri","F","1"
"Evandro","M","3"
"Evanes","F","1"
"Evanfi","F","1"
"Evangela","F","2"
"Evangelia","F","1"
"Evangeline","F","1"
"Evangieli","F","1"
"Evangjel","M","4"
"Evangjele","M","1"
"Evangjeli","F","32"
"Evangjeli","M","2"
"Evangjelia","F","26"
"Evangjelica","F","3"
"Evangjelija","F","1"
"Evangjelila","F","1"
"Evangjelina","F","5"
"Evangjeline","F","1"
"Evangjelo","M","8"
"Evangjelos","M","9"
"Evangjelos","F","1"
"Evangjelpetro","M","1"
"Evangjello","F","2"
"Evangjello","M","1"
"Evangjellos","M","5"
"Evanhd","F","1"
"Evania","F","1"
"Evanila","F","1"
"Evanita","F","1"
"Evans","M","25"
"Evans","F","3"
"Evansa","F","5"
"Evansi","M","1"
"Evantai","F","1"
"Evanti","F","2"
"Evantie","F","1"
"Evantina","F","1"
"Evantmi","F","19"
"Evantmie","M","1"
"Evanth","F","1"
"Evanthi","F","118"
"Evanthi","M","1"
"Evanthia","F","112"
"Evanthica","F","1"
"Evanthie","F","3"
"Evanthija","F","1"
"Evanxhelo","M","1"
"Evanjelia","F","1"
"Evaris","M","5"
"Evarisa","F","1"
"Evarist","M","23"
"Evarista","F","4"
"Evaristo","M","9"
"Evas","M","1"
"Evasiana","F","1"
"Evasilika","F","1"
"Evasina","F","1"
"Evasio","M","1"
"Evasmida","F","1"
"Evasmir","M","1"
"Evasmira","F","1"
"Evatmi","F","1"
"Evathi","F","4"
"Evathia","F","5"
"Evda","F","5"
"Evdal","M","2"
"Evdar","M","3"
"Evdije-","F","1"
"Evdiola","F","1"
"Evdoksi","F","2"
"Evdoksia","F","1"
"Evdoksia","M","1"
"Evdoksija","F","1"
"Evdoqi","F","1"
"Evdhaksia","F","1"
"Evdhoksi","F","15"
"Evdhoksia","F","29"
"Evdhoksie","F","1"
"Evdhoqi","F","4"
"Evdhoqia","F","7"
"Eve","F","3"
"Eveda","F","1"
"Evehe","F","3"
"Evejeni","F","1"
"Evela","F","2"
"Evelin","F","52"
"Evelin","M","7"
"Evelina","F","567"
"Evelina","M","7"
"Evelinda","F","8"
"Evelinda","M","1"
"Eveline","F","1"
"Evelino","M","12"
"Evelisa","F","1"
"Evelita","F","1"
"Evelona","F","1"
"Evelyn","F","1"
"Even","M","2"
"Even","F","1"
"Evena","F","1"
"Evenalda","F","2"
"Evenia","F","1"
"Evenieva","F","1"
"Evenila","F","2"
"Evenir","M","2"
"Evenss","M","1"
"Event","F","1"
"Eventina","F","2"
"Evenja","F","1"
"Everald","M","5"
"Everalda","F","3"
"Everaldo","M","14"
"Everarda","F","2"
"Everarldo","F","1"
"Everdiana","F","1"
"Everdhiqi","F","4"
"Everes","M","3"
"Everest","M","231"
"Everest","F","1"
"Everesta","F","3"
"Everestio","M","1"
"Everet","M","1"
"Evergrin","M","1"
"Evergjinisi","F","1"
"Everhe","F","2"
"Everiane","F","1"
"Everie","F","1"
"Everina","F","1"
"Everiola","F","1"
"Everis","M","1"
"Everjan","M","1"
"Everjon","M","1"
"Everlina","F","2"
"Everne","F","1"
"Everon","M","3"
"Everst","M","3"
"Everste","M","1"
"Evert","M","0"
"Everta","F","3"
"Everton","M","5"
"Eves","M","1"
"Evestina","F","1"
"Eveta","F","2"
"Eveti","M","1"
"Evë","F","1"
"Evërteta","F","1"
"Evflina","F","1"
"Evgen","M","18"
"Evgeni","F","1"
"Evgenij","F","1"
"Evgenti","M","1"
"Evgheni","F","3"
"Evgin","M","1"
"Evgja","F","1"
"Evgje","F","2"
"Evgjemi","F","21"
"Evgjen","M","2"
"Evgjen","F","1"
"Evgjena","F","2"
"Evgjeni","F","541"
"Evgjeni","M","6"
"Evgjenia","F","26"
"Evgjenie","F","6"
"Evgjenije","F","1"
"Evgjenika","F","2"
"Evgjenio","M","1"
"Evgjin","M","1"
"Evgjine","F","1"
"Evgjini","F","13"
"Evgjisona","F","1"
"Evi","F","130"
"Evi","M","87"
"Evimei","F","1"
"Evia","F","14"
"Evian","M","9"
"Evian","F","4"
"Eviana","F","11"
"Evianda","F","1"
"Eviani","F","1"
"Evianthi","M","1"
"Evid","M","1"
"Evidana","F","2"
"Evideljo","M","2"
"Evidete","F","1"
"Evidiola","F","1"
"Evidjon","M","2"
"Evidon","M","1"
"Evidoned","M","1"
"Evidhiqi","F","1"
"Evien","M","1"
"Evieni","F","2"
"Evigela","F","1"
"Evigen","M","1"
"Evigena","F","2"
"Evigerta","F","1"
"Eviglen","M","1"
"Eviglena","F","4"
"Evigjar","M","1"
"Evigjen","M","2"
"Evigjens","M","1"
"Evijana","F","2"
"Evijanda","F","1"
"Evijon","M","2"
"Evijonda","F","1"
"Evikeda","F","1"
"Evikejda","F","1"
"Evikela","F","1"
"Evikento","M","3"
"Evikjan","M","1"
"Eviklaja","F","1"
"Evila","F","8"
"Evilda","F","3"
"Evilian","M","1"
"Eviliana","F","2"
"Evililijana","F","1"
"Evilin","F","1"
"Evilina","F","2"
"Evilja","F","1"
"Eviljana","F","1"
"Eviljano","M","1"
"Eviljoda","F","1"
"Evilma","F","2"
"Evilsidio","M","1"
"Evilsjon","M","1"
"Evilson","M","3"
"Evilton","M","1"
"Evimiola","F","1"
"Evimjola","F","1"
"Evin","M","12"
"Evin","F","1"
"Evina","F","26"
"Evinard","M","1"
"Evinelda","F","1"
"Evinio","M","1"
"Evinja","F","1"
"Evinjola","F","1"
"Evio","M","14"
"Evioana","F","1"
"Evioel","M","1"
"Eviol","M","12"
"Eviola","F","29"
"Evioland","M","1"
"Eviolet","F","1"
"Evion","M","1"
"Eviona","F","5"
"Evionda","F","12"
"Evionie","F","1"
"Eviord","M","2"
"Evira","F","4"
"Eviral","M","1"
"Eviralda","F","1"
"Eviraldo","M","1"
"Evirest","M","1"
"Evirjola","F","1"
"Evirsa","F","3"
"Evis","F","285"
"Evis","M","211"
"Evisa","F","366"
"Evisa","M","2"
"Evisado","M","1"
"Evisald","M","1"
"Evisan","M","1"
"Evisar","M","2"
"Evisard","M","2"
"Evisardë","F","1"
"Evisardo","M","1"
"Evisart","M","1"
"Evisela","F","2"
"Eviselda","F","1"
"Eviseldo","M","1"
"Eviser","F","1"
"Evisë","F","1"
"Evisi","F","11"
"Evisi","M","3"
"Evisia","F","1"
"Evisiana","F","1"
"Evisiano","M","1"
"Evisilda","F","1"
"Evisina","F","1"
"Evisiola","F","1"
"Evision","M","2"
"Evisja","F","1"
"Evisjan","M","1"
"Evisjana","F","9"
"Evisjana","M","1"
"Evisjano","M","1"
"Evisjoda","F","1"
"Evisjola","F","2"
"Evisjon","M","1"
"Evisjona","F","3"
"Evison","M","5"
"Evison","F","1"
"Evisona","F","5"
"Evist","M","1"
"Evista","F","2"
"Evistiola","F","1"
"Evistjon","M","2"
"Eviston","M","1"
"Eviszoi","F","1"
"Evita","F","52"
"Evita","M","1"
"Eviti","F","1"
"Evito","F","1"
"Evius","M","1"
"Eviz","F","1"
"Eviza","F","1"
"Evja","F","1"
"Evjada","F","1"
"Evjado","M","1"
"Evjan","M","5"
"Evjana","F","9"
"Evjana","M","1"
"Evjand","M","1"
"Evjandi","M","1"
"Evjen","M","4"
"Evjena","F","1"
"Evjeni","F","61"
"Evjeni","M","2"
"Evjenia","F","25"
"Evjenie","F","1"
"Evjenija","F","1"
"Evjenio","M","2"
"Evjenula","F","1"
"Evjerina","F","1"
"Evjeton","M","1"
"Evjo","M","5"
"Evjol","M","8"
"Evjol","F","1"
"Evjola","F","23"
"Evjolda","F","2"
"Evjon","M","4"
"Evjona","F","9"
"Evjonda","F","6"
"Evjoni","F","3"
"Evjonis","M","1"
"Evjus","M","1"
"Evl","M","1"
"Evla","F","1"
"Evlad","M","12"
"Evladie","F","15"
"Evladije","F","1"
"Evlakthia","F","1"
"Evlal","M","1"
"Evland","M","1"
"Evlanda","F","1"
"Evlantino","M","1"
"Evlat","M","4"
"Evlatie","F","1"
"Evlavdije","F","1"
"Evledi","F","1"
"Evlen","M","1"
"Evli","M","3"
"Evli","F","1"
"Evlia","F","2"
"Evlije","F","1"
"Evlikri","F","1"
"Evlimini","F","2"
"Evlin","M","2"
"Evlina","F","3"
"Evlinda","M","1"
"Evliona","F","2"
"Evlogjia","F","1"
"Evloinda","F","1"
"Evlomira","F","1"
"Evlona","F","1"
"Evlonda","F","4"
"Evloqia","F","1"
"Evlsa","F","1"
"Evluda","F","2"
"Evllagi","F","1"
"Evllagji","F","1"
"Evllambi","F","1"
"Evllambia","F","4"
"Evllaqi","F","2"
"Evllogji","F","3"
"Evlloji","F","1"
"Evllokia","F","1"
"Evlloksia","F","1"
"Evllona","F","2"
"Evlloqi","F","13"
"Evlloqia","F","0"
"Evllori","F","1"
"Evllotina","F","1"
"Evmisel","M","1"
"Evna","F","1"
"Evnesa","F","1"
"Evni","M","1"
"Evnika","F","1"
"Evo","M","2"
"Evoda","F","1"
"Evodiola","F","1"
"Evodjana","F","1"
"Evola","F","1"
"Evolet","F","2"
"Evosjola","F","1"
"Evpmcjelije","F","1"
"Evra","F","2"
"Evranita","F","1"
"Evrehe","F","5"
"Evrelina","M","1"
"Evreze","F","1"
"Evri","M","4"
"Evri","F","3"
"Evriadh","M","1"
"Evrialda","F","1"
"Evrian","F","1"
"Evrianthi","F","9"
"Evridhiqi","F","15"
"Evrie","F","1"
"Evrihe","F","1"
"Evrijana","F","2"
"Evrije","F","1"
"Evrijon","F","1"
"Evrijona","F","1"
"Evrikejda","F","1"
"Evrikli","F","3"
"Evriklia","F","5"
"Evriklie","F","1"
"Evril","M","1"
"Evrinda","F","1"
"Evrini","F","1"
"Evrinome","F","1"
"Evrinomi","F","36"
"Evrinoni","F","1"
"Evrion","M","5"
"Evrion","F","3"
"Evriond","M","1"
"Evrioni","F","2"
"Evrioni","M","1"
"Evripidhi","M","1"
"Evris","F","3"
"Evrisavela","F","1"
"Evrisidha","F","1"
"Evrisidhor","M","1"
"Evrisilla","F","1"
"Evriviadhi","M","1"
"Evriviki","F","1"
"Evriviqi","F","1"
"Evrjan","F","1"
"Evro","F","4"
"Evrodor","M","1"
"Evrolina","F","2"
"Evroni","F","0"
"Evropjan","M","2"
"Evroqi","F","1"
"Evrora","F","2"
"Evsi","M","1"
"Evstathio","M","1"
"Evtar","M","1"
"Evtihia","F","1"
"Evupo","M","1"
"Evxhenie","F","1"
"Evzan","M","1"
"Evzat","M","1"
"Evzi","M","26"
"Evzie","F","1"
"Evzije","F","1"
"Evzon","M","2"
"Exilda","F","1"
"Exlloqia","F","1"
"Exhe","F","1"
"Exhei","M","3"
"Exhej","M","1"
"Exhela","F","1"
"Exhelson","M","1"
"Exhem","M","2"
"Exhentila","F","1"
"Exheraldo","M","1"
"Exhersian","M","1"
"Exhesa","F","1"
"Exhesjan","F","1"
"Exhesta","F","3"
"Exhevit","M","1"
"Exhi","F","4"
"Exhida","F","2"
"Exhidio","M","2"
"Exhifka","F","1"
"Exhikson","M","1"
"Exhilda","F","3"
"Exhildo","M","1"
"Exhiliona","F","1"
"Exhiljana","F","1"
"Exhime","F","1"
"Exhin","M","2"
"Exhina","F","2"
"Exhinjo","M","1"
"Exhio","M","2"
"Exhire","F","1"
"Exhisa","F","1"
"Exhit","F","1"
"Exhita","F","1"
"Exhitah","F","1"
"Exhlale","F","1"
"Exhon","M","1"
"Exhona","F","1"
"Exhrin","M","1"
"Exhuele","M","1"
"Exhuena","F","1"
"Exhulian","M","1"
"Exhuljan","M","1"
"Exhuljana","F","1"
"Exhumaela","F","1"
"Eyad","M","1"
"Eyalt","M","1"
"Eyasmië","F","1"
"Eygjeni","F","31"
"Eygjeni","M","1"
"Eylylrudina","F","1"
"Eyrgen","M","1"
"Eyrora","F","1"
"Eyup","M","2"
"Ezabela","F","2"
"Ezajeb","M","1"
"Ezala","F","1"
"Ezalin","M","3"
"Ezalisa","F","1"
"Ezan","M","3"
"Ezantila","F","1"
"Ezaura","F","3"
"Ezbarina","F","1"
"Ezberie","F","11"
"Ezberije","F","1"
"Ezbie","F","2"
"Ezda","F","2"
"Ezdalin","M","5"
"Ezdra","F","2"
"Ezegel","M","1"
"Ezehiel","M","1"
"Ezekel","M","1"
"Ezekiana","F","1"
"Ezekiel","M","2"
"Ezekiela","F","1"
"Ezel","M","30"
"Ezel","F","1"
"Ezelma","F","1"
"Ezell","F","1"
"Ezeni","F","1"
"Ezerem","M","1"
"Ezerta","F","1"
"Ezgenta","F","1"
"Ezgerta","F","1"
"Ezgi","F","1"
"Ezgilota","F","1"
"Eziada","F","1"
"Ezida","F","1"
"Ezidon","M","2"
"Eziete","F","1"
"Ezime","F","1"
"Ezimonda","F","1"
"Ezinda","F","1"
"Ezio","M","1"
"Eziol","M","1"
"Ezion","M","1"
"Eziona","F","1"
"Ezisa","F","1"
"Ezisabeta","F","1"
"Eziselda","F","1"
"Ezjan","M","1"
"Ezlem","F","1"
"Ezll","M","1"
"Ezma","F","11"
"Ezmalda","F","1"
"Ezmalinda","F","1"
"Ezmalt","M","1"
"Ezmar","M","1"
"Ezmena","F","1"
"Ezmerald","M","2"
"Ezmeralda","F","34"
"Ezmeralda","M","1"
"Ezmeraldi","M","1"
"Ezmeraldo","M","1"
"Ezmere","F","1"
"Ezmerild","M","1"
"Ezmerilda","F","1"
"Ezmerina","F","12"
"Ezmerina","M","1"
"Ezmerinda","F","1"
"Ezmian","M","1"
"Ezmiana","F","1"
"Ezmine","F","2"
"Ezmir","M","34"
"Ezmira","F","25"
"Ezmirald","M","2"
"Ezmiralda","F","4"
"Ezmire","F","3"
"Ezmirjan","M","1"
"Ezmirlanda","F","1"
"Ezmolda","F","6"
"Ezmond","M","1"
"Ezmonda","F","1"
"Ezner","M","1"
"Ezodi","F","1"
"Ezona","F","9"
"Ezra","F","4"
"Ezreda","F","1"
"Ezri","M","1"
"Ezriel","M","1"
"Ezrum","M","1"
"Ezsina","F","1"
"Ezson","M","1"
"Eztugela","F","1"
"Ezuana","F","1"
"Ezuarta","F","1"
"Ezuela","F","3"
"Ezukrist","M","1"
"Ezykjana","F","1"
"Ezhena","F","1"
"Ëdisa","F","1"
"Ëdlira","F","1"
"Ëdmond","M","1"
"Ëduart","M","1"
"Ëerme","F","1"
"Ëftali","F","1"
"Ëftin","M","1"
"Ëgla","F","1"
"Ëgnand","M","2"
"Ëlger","M","1"
"Ëli","F","1"
"Ëlia","F","1"
"Ëligerta","F","1"
"Ëlisabëta","F","1"
"Ëlisiona","F","1"
"Ëlivia","F","1"
"Ëljo","M","1"
"Ëlma","F","1"
"Ëlmi","M","1"
"Ëlsaid","M","1"
"Ëlsaida","F","1"
"Ëlvi","M","1"
"Ëlvira","F","2"
"Ëmanuel","M","1"
"Ëmbla","F","8"
"Ëmil","M","1"
"Ëmilia","F","1"
"Ëmiljano","M","1"
"Ëmirjeta","F","1"
"Ëmlia","F","1"
"Ëmrah","F","1"
"Ënco","M","1"
"Ëndi","M","1"
"Ëndjela","F","1"
"Ëndrra","F","1"
"Ëndrri","M","1"
"Ënduela","F","1"
"Ënes","M","2"
"Ënësi","M","1"
"Ënglantina","F","1"
"Ënglëllush","M","1"
"Ëngjedhush","M","1"
"Ëngjelosh","M","1"
"Ëngjell","M","66"
"Ëngjell","F","1"
"Ëngjellush","M","19"
"Ëngjellush","F","1"
"Ëngjellushe","F","171"
"Ëngjervi","F","1"
"Ëngjël","M","1"
"Ëngjëlushe","F","1"
"Ëngjëll","M","177"
"Ëngjëll","F","2"
"Ëngjëlla","F","1"
"Ëngjëllime","F","1"
"Ëngjëllin","M","1"
"Ëngjëllor","M","1"
"Ëngjëllush","M","73"
"Ëngjëllush","F","2"
"Ëngjëllushe","F","472"
"Ëngjëllushe","M","3"
"Ëngjëllushë","F","1"
"Ëngji","F","1"
"Ëngjll","M","1"
"Ëngjlli","M","1"
"Ëngjllore","F","1"
"Ëngjo","M","9"
"Ëngjull","M","1"
"Ënkela","F","1"
"Ënkelejda","F","2"
"Ënri","M","1"
"Ëntela","F","1"
"Ënton","M","1"
"Ënugjëllushe","F","1"
"Ënver","M","2"
"Ënverie","F","1"
"Ënxhëlla","F","1"
"Ënxhëllushe","F","1"
"Ënjellushe","F","1"
"Ënjëllush","M","1"
"Ënjgjëll","M","1"
"Ëraldo","M","1"
"Ëranda","F","1"
"Ërblina","F","1"
"Ëred","M","1"
"Ërestina","F","1"
"Ërgest","F","1"
"Ërgisa","F","1"
"Ëriklen","M","1"
"Ërind","M","1"
"Ëriost","M","1"
"Ërjeta","F","1"
"Ërlinda","F","1"
"Ërmis","M","1"
"Ërtjol","M","1"
"Ërvileta","F","1"
"Ërvis","M","15"
"Ërvisa","F","1"
"Ësmeraldo","M","1"
"Ësha","F","1"
"Ëtlanda","F","1"
"Ëtmond","M","1"
"Ëusebio","M","1"
"Ëvista","F","1"
"Ëvjos","M","1"
"Ëygjëllushe","F","1"
"F0to","M","1"
"Faan","M","1"
"Fabel","M","1"
"Fabela","F","6"
"Fabene","F","1"
"Fabera","F","1"
"Faberina","F","1"
"Fabest","M","1"
"Fabger","M","1"
"Fabi","M","14"
"Fabi","F","2"
"Fabia","F","28"
"Fabia","M","3"
"Fabiah","M","1"
"Fabialdo","M","1"
"Fabiam","M","1"
"Fabian","M","1242"
"Fabian","F","16"
"Fabiana","F","145"
"Fabiana","M","4"
"Fabiani","M","12"
"Fabianka","F","1"
"Fabiano","M","33"
"Fabiant","F","1"
"Fabias","F","1"
"Fabiel","M","4"
"Fabien","M","9"
"Fabiena","F","2"
"Fabijan","M","18"
"Fabijani","M","1"
"Fabijo","M","2"
"Fabijola","F","6"
"Fabil","M","15"
"Fabio","M","1419"
"Fabio","F","16"
"Fabioan","M","1"
"Fabiol","M","218"
"Fabiol","F","3"
"Fabiola","F","1345"
"Fabiola","M","22"
"Fabioli","M","2"
"Fabion","M","302"
"Fabion","F","12"
"Fabiona","F","76"
"Fabiona","M","2"
"Fabione","F","1"
"Fabioneta","M","1"
"Fabiont","M","1"
"Fabis","M","1"
"Fabisior","M","1"
"Fabit","M","2"
"Fabius","M","2"
"Fabius","F","1"
"Fabja","F","4"
"Fabja","M","3"
"Fabjan","M","627"
"Fabjan","F","9"
"Fabjana","F","100"
"Fabjana","M","1"
"Fabjani","M","8"
"Fabjani","F","1"
"Fabjanka","F","2"
"Fabjano","M","24"
"Fabjant","M","1"
"Fabjel","M","1"
"Fabjen","M","1"
"Fabjo","M","236"
"Fabjo","F","5"
"Fabjol","M","133"
"Fabjol","F","4"
"Fabjola","F","761"
"Fabjola","M","8"
"Fabjolanaxhije","F","1"
"Fabjoli","M","2"
"Fabjols","M","1"
"Fabjon","M","168"
"Fabjon","F","6"
"Fabjona","F","67"
"Fabjoni","M","4"
"Fabjor","M","1"
"Fabjos","M","0"
"Fabjula","F","1"
"Fabjus","M","3"
"Fablin","M","1"
"Fabo","M","1"
"Faboan","M","1"
"Fabola","M","1"
"Fabri","M","2"
"Fabriana","F","1"
"Fabrica","F","1"
"Fabricio","M","75"
"Fabricio","F","2"
"Fabricjo","M","16"
"Fabrico","M","2"
"Fabrie","F","1"
"Fabriel","M","1"
"Fabriela","F","2"
"Fabrij","M","1"
"Fabrina","F","2"
"Fabrinjo","M","1"
"Fabrio","M","2"
"Fabrion","M","1"
"Fabrisio","M","2"
"Fabrisio","F","1"
"Fabrisjo","M","3"
"Fabrizio","M","6"
"Fabrizzio","M","1"
"Fabrjan","M","1"
"Fabulus","M","1"
"Fabyan","M","1"
"Fadajev","M","1"
"Fadbardh","M","1"
"Fadbi","M","1"
"Fadbie","F","1"
"Fadbije","F","1"
"Fadelio","M","1"
"Fadi","M","4"
"Fadi","F","2"
"Fadiana","F","1"
"Fadie","F","3"
"Fadij","M","1"
"Fadije","F","6"
"Fadik","M","1"
"Fadike","F","2"
"Fadil","M","2608"
"Fadil","F","14"
"Fadilajda","F","1"
"Fadile","F","574"
"Fadile","M","10"
"Fadileko","F","1"
"Fadilena","F","1"
"Fadilet","F","2"
"Fadilete","F","4"
"Fadilie","F","2"
"Fadiljan","M","1"
"Fadime","F","1"
"Fadimil","M","1"
"Fadio","M","17"
"Fadio","F","1"
"Fadiol","M","7"
"Fadiola","F","38"
"Fadion","M","5"
"Fadiona","F","2"
"Fadiono","M","1"
"Fadior","M","1"
"Fadir","M","2"
"Fadire","F","3"
"Fadisiona","F","1"
"Fadjan","M","2"
"Fadjana","F","2"
"Fadjol","M","9"
"Fadjola","F","11"
"Fadjon","M","3"
"Fadjona","F","1"
"Fadola","F","2"
"Fadon","M","1"
"Fadona","F","1"
"Fadri","M","11"
"Fadriad","M","1"
"Fadrian","M","3"
"Fadriel","M","1"
"Fadrik","M","1"
"Fadrin","M","1"
"Fadrina","F","1"
"Fadrino","M","1"
"Fadriola","F","2"
"Fadriona","F","1"
"Fadrit","M","1"
"Fadurela","F","1"
"Fadushe","F","1"
"Fael","M","2"
"Faela","F","3"
"Faen","M","1"
"Faena","F","1"
"Faeri","F","1"
"Faerli","M","1"
"Fafian","M","1"
"Fafie","F","1"
"Fafjan","M","0"
"Fafri","M","9"
"Fafriu","M","1"
"Fafuri","F","4"
"Fagela","F","1"
"Fagert","M","3"
"Fagiola","F","1"
"Fagriel","M","1"
"Fagu","M","1"
"Fahad","M","1"
"Fahari","F","23"
"Fahari","M","4"
"Faharie","F","11"
"Faharije","F","14"
"Faherdin","M","1"
"Faherie","F","1"
"Faherije","F","1"
"Fahim","M","1"
"Fahir","M","1"
"Fahire","F","3"
"Fahirie","F","1"
"Fahorije","F","1"
"Fahreden","M","1"
"Fahredin","M","5"
"Fahreta","F","2"
"Fahri","M","170"
"Fahri","F","19"
"Fahria","M","1"
"Fahrian","M","1"
"Fahrie","F","92"
"Fahrije","F","128"
"Fahrije","M","2"
"Fahrijë","F","3"
"Fahrinysa","F","1"
"Fahrjje","F","1"
"Fahrle","F","1"
"Fahro","F","4"
"Fahrudin","M","3"
"Fahruk","M","1"
"Fahrrie","F","1"
"Fahyri","F","1"
"Fahyrie","F","1"
"Faibe","F","1"
"Faid","M","2"
"Faida","F","1"
"Faide","F","3"
"Faif","M","1"
"Faijeta","F","1"
"Faik","M","1827"
"Faik","F","11"
"Faika","F","35"
"Faikat","F","7"
"Faikate","F","3"
"Faike","F","74"
"Faike","M","1"
"Faiked","M","1"
"Faikel","M","1"
"Faiken","M","2"
"Faikena","F","1"
"Faikjon","M","2"
"Faiko","F","1"
"Faiku","M","2"
"Fail","M","3"
"Failda","F","1"
"Faile","F","1"
"Failka","F","1"
"Faim","M","17"
"Faime","F","11"
"Faip","M","1"
"Faiqe","F","1"
"Fair","M","1"
"Faire","F","117"
"Fairete","F","1"
"Fairie","F","4"
"Fairuze","F","1"
"Fais","M","10"
"Fait","M","1"
"Faiz","M","29"
"Faize","F","2"
"Faj","M","2"
"Faja","M","1"
"Fajbon","M","1"
"Fajde","F","2"
"Fajdi","M","1"
"Fajdie","F","4"
"Fajdije","F","2"
"Fajdora","F","1"
"Faje","M","12"
"Faje","F","8"
"Fajed","M","1"
"Fajera","F","1"
"Fajik","M","3"
"Fajim","M","1"
"Fajire","F","1"
"Fajka","F","38"
"Fajkan","M","2"
"Fajkat","F","1"
"Fajkata","F","1"
"Fajkate","F","5"
"Fajke","F","4"
"Fajken","M","5"
"Fajko","M","1"
"Fajkon","M","1"
"Fajku","M","1"
"Fajon","M","1"
"Fajona","F","1"
"Fajre","F","86"
